"ID","SiteID","ObservationTimeUTC","Value","Month","Year","SiteName"
684769,"36061NY08653","1/23/2025 1:00:00 PM",13.01,"Jan","2025","FDR"
684787,"36005NY12387","1/23/2025 2:00:00 PM",16.18,"Jan","2025","Cross Bronx Expy"
684788,"36061NY08454","1/23/2025 2:00:00 PM",13.74,"Jan","2025","Manhattan Bridge"
684790,"36005NY11534","1/23/2025 2:00:00 PM",13.48,"Jan","2025","Mott Haven"
684791,"36061NY08653","1/23/2025 2:00:00 PM",12.53,"Jan","2025","FDR"
684809,"36005NY12387","1/23/2025 3:00:00 PM",16.28,"Jan","2025","Cross Bronx Expy"
684810,"36061NY08454","1/23/2025 3:00:00 PM",14.79,"Jan","2025","Manhattan Bridge"
684811,"36061NY09734","1/23/2025 3:00:00 PM",12.83,"Jan","2025","Broadway/35th St"
684812,"36005NY11534","1/23/2025 3:00:00 PM",14.48,"Jan","2025","Mott Haven"
684813,"36061NY08653","1/23/2025 3:00:00 PM",14.38,"Jan","2025","FDR"
684831,"36005NY12387","1/23/2025 4:00:00 PM",15.66,"Jan","2025","Cross Bronx Expy"
684832,"36061NY08454","1/23/2025 4:00:00 PM",13.42,"Jan","2025","Manhattan Bridge"
684834,"36005NY11534","1/23/2025 4:00:00 PM",12.4,"Jan","2025","Mott Haven"
684986,"36061NY08454","1/23/2025 11:00:00 PM",12.51,"Jan","2025","Manhattan Bridge"
685007,"36005NY12387","1/24/2025 12:00:00 AM",12.4,"Jan","2025","Cross Bronx Expy"
685008,"36061NY08454","1/24/2025 12:00:00 AM",12.46,"Jan","2025","Manhattan Bridge"
685029,"36005NY12387","1/24/2025 1:00:00 AM",13.16,"Jan","2025","Cross Bronx Expy"
685030,"36061NY08454","1/24/2025 1:00:00 AM",12.81,"Jan","2025","Manhattan Bridge"
685051,"36005NY12387","1/24/2025 2:00:00 AM",13.92,"Jan","2025","Cross Bronx Expy"
685052,"36061NY08454","1/24/2025 2:00:00 AM",13.92,"Jan","2025","Manhattan Bridge"
685073,"36005NY12387","1/24/2025 3:00:00 AM",15.1,"Jan","2025","Cross Bronx Expy"
685074,"36061NY08454","1/24/2025 3:00:00 AM",13.69,"Jan","2025","Manhattan Bridge"
685075,"36061NY09734","1/24/2025 3:00:00 AM",12.44,"Jan","2025","Broadway/35th St"
685076,"36005NY11534","1/24/2025 3:00:00 AM",12.25,"Jan","2025","Mott Haven"
685077,"36061NY08653","1/24/2025 3:00:00 AM",12.44,"Jan","2025","FDR"
685095,"36005NY12387","1/24/2025 4:00:00 AM",16.19,"Jan","2025","Cross Bronx Expy"
685096,"36061NY08454","1/24/2025 4:00:00 AM",14.66,"Jan","2025","Manhattan Bridge"
685097,"36061NY09734","1/24/2025 4:00:00 AM",13.01,"Jan","2025","Broadway/35th St"
685098,"36005NY11534","1/24/2025 4:00:00 AM",14.13,"Jan","2025","Mott Haven"
