"ID","SiteID","ObservationTimeUTC","Value","Month","Year","SiteName"
673753,"36061NY09734","1/2/2025 6:00:00 PM",8.11,"Jan","2025","Broadway/35th St"
673754,"36005NY11534","1/2/2025 6:00:00 PM",3.23,"Jan","2025","Mott Haven"
673755,"36061NY08653","1/2/2025 6:00:00 PM",3.47,"Jan","2025","FDR"
673773,"36005NY12387","1/2/2025 7:00:00 PM",3.82,"Jan","2025","Cross Bronx Expy"
673774,"36061NY08454","1/2/2025 7:00:00 PM",4.09,"Jan","2025","Manhattan Bridge"
673775,"36061NY09734","1/2/2025 7:00:00 PM",4.99,"Jan","2025","Broadway/35th St"
673776,"36005NY11534","1/2/2025 7:00:00 PM",3.94,"Jan","2025","Mott Haven"
673777,"36061NY08653","1/2/2025 7:00:00 PM",3.39,"Jan","2025","FDR"
673795,"36005NY12387","1/2/2025 8:00:00 PM",4.13,"Jan","2025","Cross Bronx Expy"
673796,"36061NY08454","1/2/2025 8:00:00 PM",4.52,"Jan","2025","Manhattan Bridge"
673797,"36061NY09734","1/2/2025 8:00:00 PM",5.77,"Jan","2025","Broadway/35th St"
673798,"36005NY11534","1/2/2025 8:00:00 PM",3.64,"Jan","2025","Mott Haven"
673799,"36061NY08653","1/2/2025 8:00:00 PM",3.79,"Jan","2025","FDR"
673817,"36005NY12387","1/2/2025 9:00:00 PM",4.39,"Jan","2025","Cross Bronx Expy"
673818,"36061NY08454","1/2/2025 9:00:00 PM",4.56,"Jan","2025","Manhattan Bridge"
673819,"36061NY09734","1/2/2025 9:00:00 PM",6.95,"Jan","2025","Broadway/35th St"
673820,"36005NY11534","1/2/2025 9:00:00 PM",4.21,"Jan","2025","Mott Haven"
673821,"36061NY08653","1/2/2025 9:00:00 PM",4.19,"Jan","2025","FDR"
673839,"36005NY12387","1/2/2025 10:00:00 PM",4.3,"Jan","2025","Cross Bronx Expy"
673840,"36061NY08454","1/2/2025 10:00:00 PM",4.66,"Jan","2025","Manhattan Bridge"
673841,"36061NY09734","1/2/2025 10:00:00 PM",6.39,"Jan","2025","Broadway/35th St"
673842,"36005NY11534","1/2/2025 10:00:00 PM",4.29,"Jan","2025","Mott Haven"
673843,"36061NY08653","1/2/2025 10:00:00 PM",4.18,"Jan","2025","FDR"
673861,"36005NY12387","1/2/2025 11:00:00 PM",4.42,"Jan","2025","Cross Bronx Expy"
673862,"36061NY08454","1/2/2025 11:00:00 PM",5,"Jan","2025","Manhattan Bridge"
673863,"36061NY09734","1/2/2025 11:00:00 PM",5.62,"Jan","2025","Broadway/35th St"
673864,"36005NY11534","1/2/2025 11:00:00 PM",4.55,"Jan","2025","Mott Haven"
673865,"36061NY08653","1/2/2025 11:00:00 PM",4.41,"Jan","2025","FDR"
673883,"36005NY12387","1/3/2025 12:00:00 AM",4.54,"Jan","2025","Cross Bronx Expy"
673884,"36061NY08454","1/3/2025 12:00:00 AM",5.05,"Jan","2025","Manhattan Bridge"
673885,"36061NY09734","1/3/2025 12:00:00 AM",7.33,"Jan","2025","Broadway/35th St"
673886,"36005NY11534","1/3/2025 12:00:00 AM",4.24,"Jan","2025","Mott Haven"
673887,"36061NY08653","1/3/2025 12:00:00 AM",4.49,"Jan","2025","FDR"
673895,"36005NY12387","1/3/2025 1:00:00 AM",4.54,"Jan","2025","Cross Bronx Expy"
673896,"36061NY08454","1/3/2025 1:00:00 AM",4.96,"Jan","2025","Manhattan Bridge"
673897,"36061NY09734","1/3/2025 1:00:00 AM",4.92,"Jan","2025","Broadway/35th St"
673898,"36005NY11534","1/3/2025 1:00:00 AM",3.78,"Jan","2025","Mott Haven"
673899,"36061NY08653","1/3/2025 1:00:00 AM",4.57,"Jan","2025","FDR"
673907,"36005NY12387","1/3/2025 2:00:00 AM",4.68,"Jan","2025","Cross Bronx Expy"
673908,"36061NY08454","1/3/2025 2:00:00 AM",4.96,"Jan","2025","Manhattan Bridge"
673909,"36061NY09734","1/3/2025 2:00:00 AM",5.27,"Jan","2025","Broadway/35th St"
673910,"36005NY11534","1/3/2025 2:00:00 AM",3.92,"Jan","2025","Mott Haven"
673911,"36061NY08653","1/3/2025 2:00:00 AM",4.43,"Jan","2025","FDR"
673949,"36005NY12387","1/3/2025 3:00:00 AM",4.9,"Jan","2025","Cross Bronx Expy"
673950,"36061NY08454","1/3/2025 3:00:00 AM",5.09,"Jan","2025","Manhattan Bridge"
673951,"36061NY09734","1/3/2025 3:00:00 AM",4.57,"Jan","2025","Broadway/35th St"
673952,"36005NY11534","1/3/2025 3:00:00 AM",4.21,"Jan","2025","Mott Haven"
673953,"36061NY08653","1/3/2025 3:00:00 AM",4.55,"Jan","2025","FDR"
673971,"36005NY12387","1/3/2025 4:00:00 AM",4.72,"Jan","2025","Cross Bronx Expy"
673972,"36061NY08454","1/3/2025 4:00:00 AM",4.79,"Jan","2025","Manhattan Bridge"
673973,"36061NY09734","1/3/2025 4:00:00 AM",4.38,"Jan","2025","Broadway/35th St"
673974,"36005NY11534","1/3/2025 4:00:00 AM",4.44,"Jan","2025","Mott Haven"
673975,"36061NY08653","1/3/2025 4:00:00 AM",4.37,"Jan","2025","FDR"
673993,"36005NY12387","1/3/2025 5:00:00 AM",4.9,"Jan","2025","Cross Bronx Expy"
673994,"36061NY08454","1/3/2025 5:00:00 AM",4.55,"Jan","2025","Manhattan Bridge"
673995,"36061NY09734","1/3/2025 5:00:00 AM",4.34,"Jan","2025","Broadway/35th St"
673996,"36005NY11534","1/3/2025 5:00:00 AM",4.32,"Jan","2025","Mott Haven"
673997,"36061NY08653","1/3/2025 5:00:00 AM",4.27,"Jan","2025","FDR"
674025,"36005NY12387","1/3/2025 6:00:00 AM",4.59,"Jan","2025","Cross Bronx Expy"
674026,"36061NY08454","1/3/2025 6:00:00 AM",4.47,"Jan","2025","Manhattan Bridge"
674027,"36061NY09734","1/3/2025 6:00:00 AM",4.18,"Jan","2025","Broadway/35th St"
674028,"36005NY11534","1/3/2025 6:00:00 AM",4.27,"Jan","2025","Mott Haven"
674029,"36061NY08653","1/3/2025 6:00:00 AM",4.14,"Jan","2025","FDR"
674037,"36005NY12387","1/3/2025 7:00:00 AM",4.68,"Jan","2025","Cross Bronx Expy"
674038,"36061NY08454","1/3/2025 7:00:00 AM",4.28,"Jan","2025","Manhattan Bridge"
674039,"36061NY09734","1/3/2025 7:00:00 AM",3.65,"Jan","2025","Broadway/35th St"
674040,"36005NY11534","1/3/2025 7:00:00 AM",4.18,"Jan","2025","Mott Haven"
674041,"36061NY08653","1/3/2025 7:00:00 AM",3.59,"Jan","2025","FDR"
674059,"36005NY12387","1/3/2025 8:00:00 AM",3.85,"Jan","2025","Cross Bronx Expy"
674060,"36061NY08454","1/3/2025 8:00:00 AM",3.5,"Jan","2025","Manhattan Bridge"
674061,"36061NY09734","1/3/2025 8:00:00 AM",3.31,"Jan","2025","Broadway/35th St"
674062,"36005NY11534","1/3/2025 8:00:00 AM",3.49,"Jan","2025","Mott Haven"
674063,"36061NY08653","1/3/2025 8:00:00 AM",3.19,"Jan","2025","FDR"
674081,"36005NY12387","1/3/2025 9:00:00 AM",3.99,"Jan","2025","Cross Bronx Expy"
674082,"36061NY08454","1/3/2025 9:00:00 AM",3.86,"Jan","2025","Manhattan Bridge"
674083,"36061NY09734","1/3/2025 9:00:00 AM",3.28,"Jan","2025","Broadway/35th St"
